Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4230        -332.4355    -335.5752       3.1397   332.7
0.4235        -332.4416    -335.5838       3.1421   333.0
0.4240        -332.4471    -335.5790       3.1319   331.9
0.4245        -332.4516    -335.5490       3.0973   328.2
0.4250        -332.4552    -335.4956       3.0404   322.2
0.4255        -332.4579    -335.4306       2.9727   315.0
0.4260        -332.4603    -335.3718       2.9116   308.6
0.4265        -332.4625    -335.3370       2.8745   304.6
0.4270        -332.4650    -335.3379       2.8729   304.5
0.4275        -332.4678    -335.3744       2.9066   308.0
0.4280        -332.4702    -335.4368       2.9666   314.4
0.4285        -332.4720    -335.5132       3.0413   322.3
0.4290        -332.4739    -335.5947       3.1208   330.7
0.4295        -332.4761    -335.6696       3.1935   338.4
0.4300        -332.4784    -335.7214       3.2430   343.7
0.4305        -332.4800    -335.7336       3.2536   344.8
0.4310        -332.4809    -335.6990       3.2181   341.0
0.4315        -332.4803    -335.6258       3.1454   333.3
0.4320        -332.4794    -335.5391       3.0597   324.3
0.4325        -332.4785    -335.4700       2.9915   317.0
0.4330        -332.4784    -335.4426       2.9642   314.1
0.4335        -332.4793    -335.4635       2.9842   316.3
0.4340        -332.4804    -335.5205       3.0401   322.2
0.4345        -332.4812    -335.5922       3.1110   329.7
0.4350        -332.4810    -335.6585       3.1775   336.7
0.4355        -332.4800    -335.7095       3.2295   342.3
0.4360        -332.4792    -335.7441       3.2649   346.0
0.4365        -332.4784    -335.7619       3.2835   348.0
0.4370        -332.4779    -335.7617       3.2838   348.0
0.4375        -332.4770    -335.7409       3.2639   345.9
0.4380        -332.4758    -335.7017       3.2259   341.9
0.4385        -332.4742    -335.6536       3.1794   336.9
0.4390        -332.4721    -335.6131       3.1409   332.9
0.4395        -332.4711    -335.5953       3.1242   331.1
0.4400        -332.4711    -335.6007       3.1296   331.7
0.4405        -332.4717    -335.6125       3.1408   332.8
0.4410        -332.4710    -335.6048       3.1338   332.1
0.4415        -332.4688    -335.5630       3.0941   327.9
0.4420        -332.4659    -335.4932       3.0273   320.8
0.4425        -332.4628    -335.4136       2.9507   312.7
0.4430        -332.4600    -335.3418       2.8818   305.4
0.4435        -332.4571    -335.2884       2.8314   300.1
0.4440        -332.4543    -335.2581       2.8038   297.1
0.4445        -332.4505    -335.2507       2.8003   296.8
0.4450        -332.4459    -335.2709       2.8250   299.4
0.4455        -332.4415    -335.3251       2.8836   305.6
0.4460        -332.4375    -335.4101       2.9726   315.0
0.4465        -332.4326    -335.5121       3.0795   326.4
0.4470        -332.4271    -335.6180       3.1909   338.2
0.4475        -332.4210    -335.7185       3.2975   349.5
0.4480        -332.4151    -335.8085       3.3934   359.6
0.4485        -332.4086    -335.8822       3.4736   368.1
0.4490        -332.4030    -335.9362       3.5332   374.4
0.4495        -332.3971    -335.9640       3.5669   378.0
0.4500        -332.3913    -335.9647       3.5734   378.7
0.4505        -332.3855    -335.9435       3.5580   377.1
0.4510        -332.3800    -335.9108       3.5308   374.2
0.4515        -332.3754    -335.8782       3.5029   371.2
0.4520        -332.3710    -335.8543       3.4833   369.1
0.4525        -332.3672    -335.8451       3.4779   368.6
0.4530        -332.3646    -335.8509       3.4863   369.5
0.4535        -332.3626    -335.8592       3.4966   370.6
0.4540        -332.3609    -335.8518       3.4909   370.0
0.4545        -332.3584    -335.8135       3.4551   366.2
0.4550        -332.3556    -335.7426       3.3870   358.9
0.4555        -332.3525    -335.6494       3.2969   349.4
0.4560        -332.3495    -335.5515       3.2020   339.3
0.4565        -332.3466    -335.4672       3.1206   330.7
0.4570        -332.3440    -335.4118       3.0678   325.1
0.4575        -332.3418    -335.3955       3.0537   323.6
0.4580        -332.3397    -335.4216       3.0819   326.6
0.4585        -332.3381    -335.4867       3.1486   333.7
0.4590        -332.3373    -335.5748       3.2375   343.1
0.4595        -332.3375    -335.6537       3.3162   351.4
0.4600        -332.3369    -335.6814       3.3445   354.4
0.4605        -332.3343    -335.6261       3.2918   348.9
0.4610        -332.3296    -335.4872       3.1576   334.6
0.4615        -332.3232    -335.2987       2.9755   315.3
0.4620        -332.3167    -335.1200       2.8033   297.1
0.4625        -332.3116    -335.0095       2.6979   285.9
0.4630        -332.3085    -334.9978       2.6893   285.0
0.4635        -332.3069    -335.0751       2.7681   293.4
0.4640        -332.3052    -335.1987       2.8935   306.6
0.4645        -332.3019    -335.3157       3.0139   319.4
0.4650        -332.2963    -335.3869       3.0906   327.5
0.4655        -332.2883    -335.3999       3.1115   329.8
0.4660        -332.2799    -335.3711       3.0912   327.6
0.4665        -332.2710    -335.3314       3.0604   324.3
0.4670        -332.2625    -335.3142       3.0517   323.4
0.4675        -332.2547    -335.3441       3.0894   327.4
0.4680        -332.2474    -335.4315       3.1840   337.4
0.4685        -332.2405    -335.5722       3.3317   353.1
0.4690        -332.2340    -335.7496       3.5156   372.6
0.4695        -332.2286    -335.9334       3.7048   392.6
0.4700        -332.2232    -336.0815       3.8582   408.9
0.4705        -332.2171    -336.1557       3.9386   417.4
0.4710        -332.2104    -336.1361       3.9258   416.0
0.4715        -332.2037    -336.0268       3.8231   405.2
0.4720        -332.1966    -335.8535       3.6569   387.5
0.4725        -332.1901    -335.6593       3.4692   367.7
0.4730        -332.1842    -335.4928       3.3086   350.6
0.4735        -332.1802    -335.3953       3.2151   340.7
0.4740        -332.1790    -335.3780       3.1990   339.0
0.4745        -332.1795    -335.4115       3.2320   342.5
0.4750        -332.1792    -335.4401       3.2609   345.6
0.4755        -332.1769    -335.4167       3.2398   343.3
0.4760        -332.1718    -335.3280       3.1562   334.5
0.4765        -332.1658    -335.1994       3.0336   321.5
0.4770        -332.1596    -335.0751       2.9156   309.0
0.4775        -332.1541    -334.9999       2.8458   301.6
0.4780        -332.1503    -335.0002       2.8499   302.0
0.4785        -332.1471    -335.0750       2.9279   310.3
0.4790        -332.1447    -335.2017       3.0570   324.0
0.4795        -332.1414    -335.3423       3.2009   339.2
0.4800        -332.1375    -335.4598       3.3222   352.1
0.4805        -332.1326    -335.5247       3.3921   359.5
0.4810        -332.1275    -335.5224       3.3949   359.8
0.4815        -332.1205    -335.4507       3.3302   352.9
0.4820        -332.1129    -335.3326       3.2197   341.2
0.4825        -332.1053    -335.2071       3.1018   328.7
0.4830        -332.0985    -335.1151       3.0166   319.7
0.4835        -332.0933    -335.0833       2.9900   316.9
0.4840        -332.0894    -335.1082       3.0188   319.9
0.4845        -332.0862    -335.1586       3.0724   325.6
0.4850        -332.0819    -335.1932       3.1113   329.7
0.4855        -332.0759    -335.1795       3.1037   328.9
0.4860        -332.0681    -335.1082       3.0402   322.2
0.4865        -332.0588    -334.9982       2.9394   311.5
0.4870        -332.0490    -334.8886       2.8395   300.9
0.4875        -332.0403    -334.8217       2.7814   294.8
0.4880        -332.0327    -334.8225       2.7898   295.7
0.4885        -332.0255    -334.8906       2.8651   303.6
0.4890        -332.0185    -335.0079       2.9895   316.8
0.4895        -332.0108    -335.1439       3.1331   332.0
0.4900        -332.0023    -335.2639       3.2617   345.7
0.4905        -331.9932    -335.3383       3.3451   354.5
0.4910        -331.9828    -335.3473       3.3645   356.6
0.4915        -331.9710    -335.2912       3.3202   351.9
0.4920        -331.9590    -335.1933       3.2343   342.8
0.4925        -331.9467    -335.0893       3.1426   333.0
0.4930        -331.9353    -335.0173       3.0819   326.6
0.4935        -331.9256    -335.0009       3.0752   325.9
0.4940        -331.9169    -335.0395       3.1225   330.9
0.4945        -331.9088    -335.1099       3.2011   339.2
0.4950        -331.9001    -335.1760       3.2758   347.2
0.4955        -331.8900    -335.2055       3.3154   351.4
0.4960        -331.8784    -335.1849       3.3065   350.4
0.4965        -331.8655    -335.1246       3.2591   345.4
0.4970        -331.8527    -335.0550       3.2023   339.4
0.4975        -331.8399    -335.0125       3.1726   336.2
0.4980        -331.8289    -335.0287       3.1998   339.1
0.4985        -331.8191    -335.1113       3.2922   348.9
0.4990        -331.8100    -335.2431       3.4331   363.8
0.4995        -331.8011    -335.3886       3.5875   380.2
0.5000        -331.7920    -335.5059       3.7139   393.6
0.5005        -331.7816    -335.5602       3.7786   400.4
0.5010        -331.7701    -335.5404       3.7703   399.6
0.5015        -331.7585    -335.4595       3.7010   392.2
0.5020        -331.7475    -335.3453       3.5978   381.3
0.5025        -331.7378    -335.2281       3.4903   369.9
0.5030        -331.7291    -335.1297       3.4006   360.4
0.5035        -331.7218    -335.0640       3.3422   354.2
0.5040        -331.7151    -335.0334       3.3183   351.7
0.5045        -331.7099    -335.0279       3.3180   351.6
0.5050        -331.7050    -335.0223       3.3173   351.6
0.5055        -331.6995    -334.9873       3.2877   348.4
0.5060        -331.6927    -334.9067       3.2139   340.6
0.5065        -331.6842    -334.7872       3.1029   328.8
0.5070        -331.6756    -334.6587       2.9831   316.1
0.5075        -331.6668    -334.5593       2.8924   306.5
0.5080        -331.6599    -334.5206       2.8607   303.2
0.5085        -331.6535    -334.5499       2.8965   307.0
0.5090        -331.6475    -334.6336       2.9861   316.5
0.5095        -331.6406    -334.7443       3.1037   328.9
0.5100        -331.6324    -334.8575       3.2252   341.8
0.5105        -331.6241    -334.9578       3.3337   353.3
0.5110        -331.6151    -335.0294       3.4143   361.8
0.5115        -331.6064    -335.0591       3.4527   365.9
0.5120        -331.5965    -335.0392       3.4427   364.8
0.5125        -331.5864    -334.9792       3.3927   359.6
0.5130        -331.5754    -334.9022       3.3267   352.6
0.5135        -331.5654    -334.8430       3.2777   347.4
0.5140        -331.5567    -334.8272       3.2706   346.6
0.5145        -331.5495    -334.8599       3.3104   350.8
0.5150        -331.5428    -334.9251       3.3822   358.4
0.5155        -331.5362    -334.9979       3.4617   366.9
0.5160        -331.5289    -335.0528       3.5240   373.5
0.5165        -331.5204    -335.0757       3.5553   376.8
0.5170        -331.5113    -335.0720       3.5607   377.4
0.5175        -331.5023    -335.0628       3.5605   377.3
0.5180        -331.4946    -335.0718       3.5772   379.1
0.5185        -331.4887    -335.1103       3.6217   383.8
0.5190        -331.4833    -335.1728       3.6895   391.0
0.5195        -331.4778    -335.2483       3.7705   399.6
0.5200        -331.4727    -335.3313       3.8586   408.9
0.5205        -331.4689    -335.4197       3.9508   418.7
0.5210        -331.4667    -335.5041       4.0375   427.9
0.5215        -331.4652    -335.5678       4.1026   434.8
0.5220        -331.4644    -335.5976       4.1332   438.0
0.5225        -331.4638    -335.5919       4.1281   437.5
0.5230        -331.4646    -335.5630       4.0983   434.3
0.5235        -331.4670    -335.5257       4.0587   430.1
0.5240        -331.4714    -335.4913       4.0199   426.0
0.5245        -331.4772    -335.4621       3.9849   422.3
0.5250        -331.4847    -335.4334       3.9487   418.5
0.5255        -331.4923    -335.3970       3.9047   413.8
0.5260        -331.5005    -335.3500       3.8495   408.0
0.5265        -331.5088    -335.2971       3.7882   401.5
0.5270        -331.5172    -335.2526       3.7354   395.9
0.5275        -331.5271    -335.2349       3.7078   392.9
0.5280        -331.5386    -335.2522       3.7136   393.6
0.5285        -331.5508    -335.2988       3.7480   397.2
0.5290        -331.5643    -335.3614       3.7971   402.4
0.5295        -331.5782    -335.4252       3.8469   407.7
0.5300        -331.5933    -335.4795       3.8862   411.8
0.5305        -331.6091    -335.5143       3.9053   413.9
0.5310        -331.6254    -335.5231       3.8977   413.1
0.5315        -331.6418    -335.5056       3.8638   409.5
0.5320        -331.6591    -335.4694       3.8103   403.8
0.5325        -331.6767    -335.4238       3.7471   397.1
0.5330        -331.6949    -335.3813       3.6865   390.7
0.5335        -331.7135    -335.3517       3.6382   385.6
0.5340        -331.7336    -335.3382       3.6046   382.0
0.5345        -331.7548    -335.3330       3.5782   379.2
0.5350        -331.7762    -335.3178       3.5416   375.3
0.5355        -331.7969    -335.2768       3.4799   368.8
0.5360        -331.8162    -335.2054       3.3892   359.2
0.5365        -331.8353    -335.1141       3.2789   347.5
0.5370        -331.8531    -335.0198       3.1667   335.6
0.5375        -331.8705    -334.9437       3.0732   325.7
0.5380        -331.8874    -334.9043       3.0168   319.7
0.5385        -331.9044    -334.9143       3.0100   319.0
0.5390        -331.9221    -334.9759       3.0538   323.6
0.5395        -331.9412    -335.0737       3.1325   332.0
0.5400        -331.9604    -335.1778       3.2174   341.0
0.5405        -331.9791    -335.2602       3.2812   347.7
0.5410        -331.9964    -335.3109       3.3145   351.3
0.5415        -332.0139    -335.3382       3.3242   352.3
0.5420        -332.0320    -335.3507       3.3186   351.7
0.5425        -332.0500    -335.3525       3.3025   350.0
0.5430        -332.0681    -335.3471       3.2790   347.5
0.5435        -332.0860    -335.3362       3.2502   344.4
0.5440        -332.1043    -335.3203       3.2160   340.8
0.5445        -332.1216    -335.2959       3.1743   336.4
0.5450        -332.1389    -335.2644       3.1255   331.2
0.5455        -332.1554    -335.2280       3.0726   325.6
0.5460        -332.1711    -335.1937       3.0226   320.3
0.5465        -332.1868    -335.1726       2.9857   316.4
0.5470        -332.2029    -335.1695       2.9666   314.4
0.5475        -332.2190    -335.1779       2.9588   313.6
0.5480        -332.2348    -335.1856       2.9508   312.7
0.5485        -332.2490    -335.1819       2.9329   310.8
0.5490        -332.2623    -335.1667       2.9043   307.8
0.5495        -332.2748    -335.1490       2.8742   304.6
0.5500        -332.2871    -335.1422       2.8551   302.6
0.5505        -332.2990    -335.1566       2.8576   302.8
0.5510        -332.3111    -335.1983       2.8871   306.0
0.5515        -332.3234    -335.2649       2.9415   311.7
0.5520        -332.3362    -335.3448       3.0086   318.8
0.5525        -332.3487    -335.4201       3.0713   325.5
0.5530        -332.3610    -335.4744       3.1135   330.0
0.5535        -332.3726    -335.4967       3.1241   331.1
0.5540        -332.3833    -335.4857       3.1025   328.8
0.5545        -332.3936    -335.4485       3.0549   323.7
0.5550        -332.4033    -335.3950       2.9917   317.1
0.5555        -332.4125    -335.3382       2.9257   310.1
0.5560        -332.4213    -335.2894       2.8681   303.9
0.5565        -332.4301    -335.2557       2.8256   299.4
0.5570        -332.4385    -335.2386       2.8002   296.8
0.5575        -332.4468    -335.2364       2.7895   295.6
0.5580        -332.4547    -335.2409       2.7862   295.3
0.5585        -332.4620    -335.2434       2.7814   294.8
0.5590        -332.4683    -335.2377       2.7694   293.5
0.5595        -332.4733    -335.2222       2.7489   291.3
0.5600        -332.4778    -335.2042       2.7264   288.9
0.5605        -332.4817    -335.1969       2.7152   287.7
0.5610        -332.4854    -335.2121       2.7267   289.0
0.5615        -332.4897    -335.2527       2.7630   292.8
0.5620        -332.4934    -335.3092       2.8157   298.4
0.5625        -332.4971    -335.3682       2.8711   304.3
0.5630        -332.5001    -335.4143       2.9143   308.8
0.5635        -332.5028    -335.4353       2.9325   310.8
0.5640        -332.5050    -335.4198       2.9148   308.9
0.5645        -332.5055    -335.3635       2.8580   302.9
0.5650        -332.5046    -335.2771       2.7725   293.8
0.5655        -332.5034    -335.1822       2.6788   283.9
0.5660        -332.5018    -335.1016       2.5998   275.5
0.5665        -332.5005    -335.0522       2.5517   270.4
0.5670        -332.4992    -335.0380       2.5388   269.1
0.5675        -332.4977    -335.0516       2.5539   270.7
0.5680        -332.4951    -335.0798       2.5847   273.9
0.5685        -332.4919    -335.1112       2.6193   277.6
0.5690        -332.4876    -335.1349       2.6474   280.6
0.5695        -332.4824    -335.1439       2.6615   282.1
0.5700        -332.4759    -335.1375       2.6616   282.1
0.5705        -332.4688    -335.1236       2.6548   281.4
0.5710        -332.4609    -335.1152       2.6543   281.3
0.5715        -332.4525    -335.1263       2.6738   283.4
0.5720        -332.4442    -335.1672       2.7230   288.6
0.5725        -332.4352    -335.2404       2.8052   297.3
0.5730        -332.4261    -335.3441       2.9180   309.2
0.5735        -332.4170    -335.4674       3.0504   323.3
0.5740        -332.4079    -335.5856       3.1778   336.8
0.5745        -332.3975    -335.6661       3.2686   346.4
0.5750        -332.3854    -335.6845       3.2991   349.6
0.5755        -332.3722    -335.6384       3.2662   346.1
0.5760        -332.3580    -335.5447       3.1866   337.7
0.5765        -332.3445    -335.4339       3.0894   327.4
0.5770        -332.3316    -335.3365       3.0049   318.5
0.5775        -332.3196    -335.2728       2.9532   313.0
0.5780        -332.3082    -335.2485       2.9403   311.6
0.5785        -332.2976    -335.2540       2.9565   313.3
0.5790        -332.2863    -335.2660       2.9797   315.8
0.5795        -332.2740    -335.2627       2.9887   316.7
0.5800        -332.2609    -335.2331       2.9721   315.0
0.5805        -332.2469    -335.1774       2.9304   310.6
0.5810        -332.2324    -335.1058       2.8734   304.5
0.5815        -332.2174    -335.0357       2.8183   298.7
0.5820        -332.2021    -334.9892       2.7871   295.4
0.5825        -332.1866    -334.9901       2.8035   297.1
0.5830        -332.1716    -335.0555       2.8839   305.6
0.5835        -332.1573    -335.1836       3.0263   320.7
0.5840        -332.1433    -335.3452       3.2020   339.3
0.5845        -332.1277    -335.4929       3.3652   356.6
0.5850        -332.1101    -335.5846       3.4744   368.2
0.5855        -332.0904    -335.5994       3.5090   371.9
0.5860        -332.0692    -335.5487       3.4794   368.7
0.5865        -332.0483    -335.4678       3.4195   362.4
0.5870        -332.0284    -335.3997       3.3713   357.3
0.5875        -332.0105    -335.3797       3.3692   357.1
0.5880        -331.9938    -335.4183       3.4244   362.9
0.5885        -331.9784    -335.5011       3.5226   373.3
0.5890        -331.9625    -335.5953       3.6327   385.0
0.5895        -331.9459    -335.6702       3.7242   394.7
0.5900        -331.9294    -335.7060       3.7766   400.2
0.5905        -331.9119    -335.6929       3.7810   400.7
0.5910        -331.8944    -335.6389       3.7445   396.8
0.5915        -331.8780    -335.5651       3.6871   390.8
0.5920        -331.8619    -335.4967       3.6349   385.2
0.5925        -331.8474    -335.4616       3.6143   383.0
0.5930        -331.8349    -335.4733       3.6383   385.6
0.5935        -331.8238    -335.5232       3.6994   392.1
0.5940        -331.8142    -335.5855       3.7714   399.7
0.5945        -331.8044    -335.6215       3.8171   404.5
0.5950        -331.7938    -335.6020       3.8082   403.6
0.5955        -331.7825    -335.5220       3.7395   396.3
0.5960        -331.7710    -335.4013       3.6303   384.7
0.5965        -331.7606    -335.2741       3.5135   372.4
0.5970        -331.7516    -335.1723       3.4208   362.5
0.5975        -331.7440    -335.1137       3.3697   357.1
0.5980        -331.7377    -335.0961       3.3584   355.9
0.5985        -331.7321    -335.1025       3.3704   357.2
0.5990        -331.7260    -335.1120       3.3860   358.8
0.5995        -331.7194    -335.1104       3.3910   359.4
0.6000        -331.7126    -335.0921       3.3795   358.1
0.6005        -331.7061    -335.0582       3.3522   355.3
0.6010        -331.6993    -335.0149       3.3155   351.4
0.6015        -331.6921    -334.9747       3.2827   347.9
0.6020        -331.6856    -334.9561       3.2706   346.6
0.6025        -331.6795    -334.9695       3.2900   348.7
0.6030        -331.6740    -335.0153       3.3413   354.1
0.6035        -331.6692    -335.0843       3.4151   361.9
0.6040        -331.6639    -335.1590       3.4950   370.4
0.6045        -331.6587    -335.2247       3.5660   377.9
0.6050        -331.6534    -335.2703       3.6169   383.3
0.6055        -331.6486    -335.2901       3.6415   385.9
0.6060        -331.6433    -335.2817       3.6384   385.6
0.6065        -331.6392    -335.2498       3.6106   382.6
0.6070        -331.6351    -335.1977       3.5626   377.6
0.6075        -331.6309    -335.1314       3.5005   371.0
0.6080        -331.6279    -335.0614       3.4335   363.9
0.6085        -331.6245    -334.9950       3.3705   357.2
0.6090        -331.6219    -334.9412       3.3193   351.8
0.6095        -331.6192    -334.9057       3.2865   348.3
0.6100        -331.6169    -334.8947       3.2778   347.4
0.6105        -331.6151    -334.9109       3.2958   349.3
0.6110        -331.6134    -334.9502       3.3367   353.6
0.6115        -331.6126    -335.0036       3.3910   359.4
0.6120        -331.6119    -335.0566       3.4447   365.1
0.6125        -331.6109    -335.0954       3.4846   369.3
0.6130        -331.6097    -335.1146       3.5048   371.4
0.6135        -331.6084    -335.1169       3.5085   371.8
0.6140        -331.6080    -335.1100       3.5019   371.1
0.6145        -331.6075    -335.0972       3.4898   369.8
0.6150        -331.6072    -335.0831       3.4759   368.4
0.6155        -331.6065    -335.0743       3.4678   367.5
0.6160        -331.6063    -335.0834       3.4772   368.5
0.6165        -331.6073    -335.1209       3.5136   372.4
0.6170        -331.6093    -335.1837       3.5744   378.8
0.6175        -331.6129    -335.2529       3.6400   385.8
0.6180        -331.6165    -335.2974       3.6809   390.1
0.6185        -331.6196    -335.2930       3.6735   389.3
0.6190        -331.6220    -335.2354       3.6134   382.9
0.6195        -331.6240    -335.1419       3.5179   372.8
0.6200        -331.6262    -335.0439       3.4178   362.2
0.6205        -331.6294    -334.9737       3.3444   354.4
0.6210        -331.6334    -334.9483       3.3149   351.3
0.6215        -331.6390    -334.9667       3.3277   352.7
0.6220        -331.6450    -335.0093       3.3642   356.5
0.6225        -331.6504    -335.0532       3.4027   360.6
0.6230        -331.6550    -335.0870       3.4320   363.7
0.6235        -331.6594    -335.1150       3.4555   366.2
0.6240        -331.6645    -335.1490       3.4845   369.3
0.6245        -331.6707    -335.1975       3.5268   373.8
0.6250        -331.6783    -335.2525       3.5743   378.8
0.6255        -331.6870    -335.2889       3.6019   381.7
0.6260        -331.6946    -335.2782       3.5836   379.8
0.6265        -331.7014    -335.2104       3.5090   371.9
0.6270        -331.7068    -335.0987       3.3919   359.5
0.6275        -331.7119    -334.9771       3.2652   346.0
0.6280        -331.7178    -334.8811       3.1633   335.2
0.6285        -331.7241    -334.8312       3.1071   329.3
0.6290        -331.7318    -334.8328       3.1010   328.6
0.6295        -331.7390    -334.8758       3.1368   332.4
0.6300        -331.7466    -334.9467       3.2001   339.1
0.6305        -331.7542    -335.0286       3.2743   347.0
0.6310        -331.7620    -335.1041       3.3421   354.2
0.6315        -331.7693    -335.1594       3.3901   359.3
0.6320        -331.7760    -335.1907       3.4147   361.9
0.6325        -331.7823    -335.2058       3.4235   362.8
0.6330        -331.7888    -335.2232       3.4344   364.0
0.6335        -331.7962    -335.2649       3.4687   367.6
0.6340        -331.8051    -335.3432       3.5381   375.0
0.6345        -331.8157    -335.4515       3.6357   385.3
0.6350        -331.8277    -335.5656       3.7379   396.1
0.6355        -331.8402    -335.6534       3.8132   404.1
0.6360        -331.8527    -335.6891       3.8364   406.6
0.6365        -331.8647    -335.6626       3.7979   402.5
0.6370        -331.8757    -335.5845       3.7088   393.1
0.6375        -331.8869    -335.4860       3.5991   381.4
0.6380        -331.8981    -335.4013       3.5032   371.3
0.6385        -331.9113    -335.3562       3.4449   365.1
0.6390        -331.9255    -335.3539       3.4284   363.3
0.6395        -331.9401    -335.3814       3.4412   364.7
0.6400        -331.9551    -335.4215       3.4665   367.4
0.6405        -331.9705    -335.4563       3.4857   369.4
0.6410        -331.9861    -335.4678       3.4817   369.0
0.6415        -332.0008    -335.4448       3.4440   365.0
0.6420        -332.0146    -335.3912       3.3765   357.8
0.6425        -332.0268    -335.3287       3.3019   349.9
0.6430        -332.0393    -335.2951       3.2557   345.0
0.6435        -332.0528    -335.3238       3.2710   346.7
0.6440        -332.0690    -335.4283       3.3593   356.0
0.6445        -332.0882    -335.5846       3.4965   370.5
0.6450        -332.1080    -335.7390       3.6310   384.8
0.6455        -332.1273    -335.8378       3.7104   393.2
0.6460        -332.1460    -335.8482       3.7022   392.4
0.6465        -332.1624    -335.7690       3.6066   382.2
0.6470        -332.1772    -335.6357       3.4585   366.5
0.6475        -332.1918    -335.5043       3.3124   351.0
0.6480        -332.2073    -335.4259       3.2186   341.1
0.6485        -332.2248    -335.4269       3.2021   339.4
0.6490        -332.2438    -335.4972       3.2534   344.8
0.6495        -332.2636    -335.6014       3.3378   353.7
0.6500        -332.2839    -335.6973       3.4134   361.7
0.6505        -332.3030    -335.7513       3.4483   365.4
0.6510        -332.3214    -335.7517       3.4303   363.5
0.6515        -332.3389    -335.7055       3.3666   356.8
0.6520        -332.3562    -335.6321       3.2758   347.2
0.6525        -332.3726    -335.5544       3.1818   337.2
0.6530        -332.3884    -335.4989       3.1105   329.6
0.6535        -332.4052    -335.4883       3.0832   326.7
0.6540        -332.4228    -335.5280       3.1052   329.1
0.6545        -332.4412    -335.6054       3.1642   335.3
0.6550        -332.4605    -335.6955       3.2350   342.8
0.6555        -332.4795    -335.7657       3.2861   348.3
0.6560        -332.4978    -335.7886       3.2908   348.8
0.6565        -332.5147    -335.7526       3.2379   343.1
0.6570        -332.5299    -335.6664       3.1365   332.4
0.6575        -332.5436    -335.5581       3.0145   319.5
0.6580        -332.5568    -335.4667       2.9099   308.4
0.6585        -332.5703    -335.4246       2.8543   302.5
0.6590        -332.5856    -335.4411       2.8555   302.6
0.6595        -332.6017    -335.4921       2.8904   306.3
0.6600        -332.6179    -335.5347       2.9167   309.1
0.6605        -332.6319    -335.5259       2.8940   306.7
0.6610        -332.6426    -335.4497       2.8071   297.5
0.6615        -332.6510    -335.3284       2.6774   283.7
0.6620        -332.6581    -335.2081       2.5500   270.2
0.6625        -332.6655    -335.1367       2.4711   261.9
0.6630        -332.6741    -335.1400       2.4659   261.3
0.6635        -332.6835    -335.2124       2.5289   268.0
0.6640        -332.6933    -335.3239       2.6306   278.8
0.6645        -332.7021    -335.4357       2.7336   289.7
0.6650        -332.7094    -335.5181       2.8087   297.7
0.6655        -332.7154    -335.5588       2.8434   301.3
0.6660        -332.7202    -335.5616       2.8414   301.1
0.6665        -332.7246    -335.5426       2.8179   298.6
0.6670        -332.7288    -335.5189       2.7902   295.7
0.6675        -332.7327    -335.5034       2.7707   293.6
0.6680        -332.7366    -335.5015       2.7649   293.0
0.6685        -332.7399    -335.5129       2.7730   293.9
0.6690        -332.7430    -335.5354       2.7924   295.9
0.6695        -332.7454    -335.5639       2.8185   298.7
0.6700        -332.7471    -335.5939       2.8468   301.7
0.6705        -332.7485    -335.6227       2.8742   304.6
0.6710        -332.7488    -335.6499       2.9010   307.4
0.6715        -332.7488    -335.6808       2.9320   310.7
0.6720        -332.7489    -335.7218       2.9728   315.1
0.6725        -332.7492    -335.7723       3.0231   320.4
0.6730        -332.7494    -335.8235       3.0742   325.8
0.6735        -332.7489    -335.8643       3.1154   330.2
0.6740        -332.7478    -335.8909       3.1431   333.1
0.6745        -332.7459    -335.9104       3.1646   335.4
0.6750        -332.7439    -335.9372       3.1933   338.4
0.6755        -332.7430    -335.9804       3.2374   343.1
0.6760        -332.7420    -336.0391       3.2971   349.4
0.6765        -332.7415    -336.1092       3.3677   356.9
0.6770        -332.7414    -336.1800       3.4386   364.4
0.6775        -332.7414    -336.2374       3.4960   370.5
0.6780        -332.7417    -336.2667       3.5250   373.6
0.6785        -332.7422    -336.2567       3.5145   372.5
0.6790        -332.7413    -336.2061       3.4649   367.2
0.6795        -332.7404    -336.1303       3.3899   359.3
0.6800        -332.7401    -336.0493       3.3092   350.7
0.6805        -332.7399    -335.9823       3.2424   343.6
0.6810        -332.7404    -335.9439       3.2034   339.5
0.6815        -332.7414    -335.9360       3.1947   338.6
0.6820        -332.7432    -335.9501       3.2069   339.9
0.6825        -332.7452    -335.9653       3.2201   341.3
0.6830        -332.7467    -335.9569       3.2102   340.2
0.6835        -332.7469    -335.9081       3.1612   335.0
0.6840        -332.7457    -335.8225       3.0768   326.1
0.6845        -332.7439    -335.7248       2.9809   315.9
0.6850        -332.7421    -335.6465       2.9043   307.8
0.6855        -332.7412    -335.6129       2.8717   304.3
0.6860        -332.7407    -335.6316       2.8908   306.4
0.6865        -332.7403    -335.6949       2.9546   313.1
0.6870        -332.7394    -335.7864       3.0469   322.9
0.6875        -332.7388    -335.8875       3.1487   333.7
0.6880        -332.7378    -335.9762       3.2384   343.2
0.6885        -332.7361    -336.0322       3.2960   349.3
0.6890        -332.7332    -336.0445       3.3113   350.9
0.6895        -332.7297    -336.0172       3.2875   348.4
0.6900        -332.7256    -335.9679       3.2423   343.6
0.6905        -332.7216    -335.9219       3.2003   339.2
0.6910        -332.7186    -335.9023       3.1837   337.4
